code,description
D3A095,benign carcinoid tumor of the midgut unspecified
D3A096,benign carcinoid tumor of the hindgut unspecified
D3A098,benign carcinoid tumors of other sites
D3A8,other benign neuroendocrine tumors
D400,neoplasm of uncertain behavior of prostate
D4010,neoplasm of uncertain behavior of unspecified testis
D4011,neoplasm of uncertain behavior of right testis
D4012,neoplasm of uncertain behavior of left testis
D408,neoplasm of uncertain behavior of other specified male genital organs
D409,neoplasm of uncertain behavior of male genital organ unspecified
D4100,neoplasm of uncertain behavior of unspecified kidney
D4101,neoplasm of uncertain behavior of right kidney
D4102,neoplasm of uncertain behavior of left kidney
D4110,neoplasm of uncertain behavior of unspecified renal pelvis
D4111,neoplasm of uncertain behavior of right renal pelvis
D4112,neoplasm of uncertain behavior of left renal pelvis
D4120,neoplasm of uncertain behavior of unspecified ureter
D4121,neoplasm of uncertain behavior of right ureter
D4122,neoplasm of uncertain behavior of left ureter
D413,neoplasm of uncertain behavior of urethra
D414,neoplasm of uncertain behavior of bladder
D418,neoplasm of uncertain behavior of other specified urinary organs
D419,neoplasm of uncertain behavior of unspecified urinary organ
D420,neoplasm of uncertain behavior of cerebral meninges
D421,neoplasm of uncertain behavior of spinal meninges
D429,neoplasm of uncertain behavior of meninges unspecified
D430,neoplasm of uncertain behavior of brain supratentorial
D431,neoplasm of uncertain behavior of brain infratentorial
D432,neoplasm of uncertain behavior of brain unspecified
D433,neoplasm of uncertain behavior of cranial nerves
D434,neoplasm of uncertain behavior of spinal cord
D438,neoplasm of uncertain behavior of other specified parts of central nervous system
D439,neoplasm of uncertain behavior of central nervous system unspecified
D440,neoplasm of uncertain behavior of thyroid gland
D4410,neoplasm of uncertain behavior of unspecified adrenal gland
D4411,neoplasm of uncertain behavior of right adrenal gland
D4412,neoplasm of uncertain behavior of left adrenal gland
D442,neoplasm of uncertain behavior of parathyroid gland
D443,neoplasm of uncertain behavior of pituitary gland
D444,neoplasm of uncertain behavior of craniopharyngeal duct
D445,neoplasm of uncertain behavior of pineal gland
D446,neoplasm of uncertain behavior of carotid body
D447,neoplasm of uncertain behavior of aortic body and other paraganglia
D449,neoplasm of uncertain behavior of unspecified endocrine gland
D45,polycythemia vera
D460,refractory anemia without ring sideroblasts so stated
D461,refractory anemia with ring sideroblasts
D4620,refractory anemia with excess of blasts unspecified
D4621,refractory anemia with excess of blasts 1
D4622,refractory anemia with excess of blasts 2
D464,refractory anemia unspecified
D469,myelodysplastic syndrome unspecified
D46A,refractory cytopenia with multilineage dysplasia
D46B,refractory cytopenia with multilineage dysplasia and ring sideroblasts
D46C,myelodysplastic syndrome with isolated del5q chromosomal abnormality
D46Z,other myelodysplastic syndromes
D470,histiocytic and mast cell tumors of uncertain behavior
D4701,cutaneous mastocytosis
D4702,systemic mastocytosis
D4709,other mast cell neoplasms of uncertain behavior
D471,chronic myeloproliferative disease
D472,monoclonal gammopathy
D473,essential hemorrhagic thrombocythemia
D474,osteomyelofibrosis
D479,neoplasm of uncertain behavior of lymphoid hematopoietic and related tissue unspecified
D47Z1,posttransplant lymphoproliferative disorder ptld
D47Z2,castleman disease
D47Z9,other specified neoplasms of uncertain behavior of lymphoid hematopoietic and related tissue
D480,neoplasm of uncertain behavior of bone and articular cartilage
D481,neoplasm of uncertain behavior of connective and other soft tissue
D48110,desmoid tumor of head and neck
D48111,desmoid tumor of chest wall
D48112,desmoid tumor intrathoracic
D48113,desmoid tumor of abdominal wall
D48114,desmoid tumor intraabdominal
D48115,desmoid tumor of upper extremity and shoulder girdle
D48116,desmoid tumor of lower extremity and pelvic girdle
D48117,desmoid tumor of back
D48118,desmoid tumor of other site
D48119,desmoid tumor of unspecified site
D4819,other specified neoplasm of uncertain behavior of connective and other soft tissue
D482,neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system
D483,neoplasm of uncertain behavior of retroperitoneum
D484,neoplasm of uncertain behavior of peritoneum
D485,neoplasm of uncertain behavior of skin
D4860,neoplasm of uncertain behavior of unspecified breast
D4861,neoplasm of uncertain behavior of right breast
D4862,neoplasm of uncertain behavior of left breast
D487,neoplasm of uncertain behavior of other specified sites
D489,neoplasm of uncertain behavior unspecified
D490,neoplasm of unspecified behavior of digestive system
D491,neoplasm of unspecified behavior of respiratory system
D492,neoplasm of unspecified behavior of bone soft tissue and skin
D493,neoplasm of unspecified behavior of breast
D494,neoplasm of unspecified behavior of bladder
D495,neoplasm of unspecified behavior of other genitourinary organs
D49511,neoplasm of unspecified behavior of right kidney
D49512,neoplasm of unspecified behavior of left kidney
D49519,neoplasm of unspecified behavior of unspecified kidney
D4959,neoplasm of unspecified behavior of other genitourinary organ
D496,neoplasm of unspecified behavior of brain
D497,neoplasm of unspecified behavior of endocrine glands and other parts of nervous system
D4981,neoplasm of unspecified behavior of retina and choroid
D4989,neoplasm of unspecified behavior of other specified sites
D499,neoplasm of unspecified behavior of unspecified site
D500,iron deficiency anemia secondary to blood loss chronic
D501,sideropenic dysphagia
D508,other iron deficiency anemias
D509,iron deficiency anemia unspecified
D510,vitamin b12 deficiency anemia due to intrinsic factor deficiency
D511,vitamin b12 deficiency anemia due to selective vitamin b12 malabsorption with proteinuria
D512,transcobalamin ii deficiency
D513,other dietary vitamin b12 deficiency anemia
D518,other vitamin b12 deficiency anemias
D519,vitamin b12 deficiency anemia unspecified
D520,dietary folate deficiency anemia
D521,druginduced folate deficiency anemia
D528,other folate deficiency anemias
D529,folate deficiency anemia unspecified
D530,protein deficiency anemia
D531,other megaloblastic anemias not elsewhere classified
D532,scorbutic anemia
D538,other specified nutritional anemias
D539,nutritional anemia unspecified
D550,anemia due to glucose6phosphate dehydrogenase g6pd deficiency
D551,anemia due to other disorders of glutathione metabolism
D552,anemia due to disorders of glycolytic enzymes
D5521,anemia due to pyruvate kinase deficiency
D5529,anemia due to other disorders of glycolytic enzymes
D553,anemia due to disorders of nucleotide metabolism
D558,other anemias due to enzyme disorders
D559,anemia due to enzyme disorder unspecified
D560,alpha thalassemia
D561,beta thalassemia
D562,deltabeta thalassemia
D563,thalassemia minor
D564,hereditary persistence of fetal hemoglobin hpfh
D565,hemoglobin ebeta thalassemia
D568,other thalassemias
D569,thalassemia unspecified
D5700,hbss disease with crisis unspecified
D5701,hbss disease with acute chest syndrome
D5702,hbss disease with splenic sequestration
D5703,hbss disease with cerebral vascular involvement
D5704,hbss disease with dactylitis
D5709,hbss disease with crisis with other specified complication
D571,sicklecell disease without crisis
D5720,sicklecellhbc disease without crisis
D57211,sicklecellhbc disease with acute chest syndrome
D57212,sicklecellhbc disease with splenic sequestration
D57213,sicklecellhbc disease with cerebral vascular involvement
D57214,sicklecellhbc disease with dactylitis
D57218,sicklecellhbc disease with crisis with other specified complication
D57219,sicklecellhbc disease with crisis unspecified
D573,sicklecell trait
D5740,sicklecell thalassemia without crisis
D5741,sicklecell thalassemia unspecified with crisis
D57411,sicklecell thalassemia unspecified with acute chest syndrome
D57412,sicklecell thalassemia unspecified with splenic sequestration
D57413,sicklecell thalassemia unspecified with cerebral vascular involvement
D57414,sicklecell thalassemia unspecified with dactylitis
D57418,sicklecell thalassemia unspecified with crisis with other specified complication
D57419,sicklecell thalassemia unspecified with crisis
D5742,sicklecell thalassemia beta zero without crisis
D57431,sicklecell thalassemia beta zero with acute chest syndrome
D57432,sicklecell thalassemia beta zero with splenic sequestration
D57433,sicklecell thalassemia beta zero with cerebral vascular involvement
D57434,sicklecell thalassemia beta zero with dactylitis
D57438,sicklecell thalassemia beta zero with crisis with other specified complication
D57439,sicklecell thalassemia beta zero with crisis unspecified
D5744,sicklecell thalassemia beta plus without crisis
D57451,sicklecell thalassemia beta plus with acute chest syndrome
D57452,sicklecell thalassemia beta plus with splenic sequestration
D57453,sicklecell thalassemia beta plus with cerebral vascular involvement
D57454,sicklecell thalassemia beta plus with dactylitis
D57458,sicklecell thalassemia beta plus with crisis with other specified complication
D57459,sicklecell thalassemia beta plus with crisis unspecified
D5780,other sicklecell disorders without crisis
D57811,other sicklecell disorders with acute chest syndrome
D57812,other sicklecell disorders with splenic sequestration
D57813,other sicklecell disorders with cerebral vascular involvement
D57814,other sicklecell disorders with dactylitis
D57818,other sicklecell disorders with crisis with other specified complication
D57819,other sicklecell disorders with crisis unspecified
D580,hereditary spherocytosis
D581,hereditary elliptocytosis
D582,other hemoglobinopathies
D588,other specified hereditary hemolytic anemias
D589,hereditary hemolytic anemia unspecified
D590,druginduced autoimmune hemolytic anemia
D591,other autoimmune hemolytic anemias
D5910,autoimmune hemolytic anemia unspecified
D5911,warm autoimmune hemolytic anemia
D5912,cold autoimmune hemolytic anemia
D5913,mixed type autoimmune hemolytic anemia
D5919,other autoimmune hemolytic anemia
D592,druginduced nonautoimmune hemolytic anemia
D593,hemolyticuremic syndrome
D5930,hemolyticuremic syndrome unspecified
D5931,infectionassociated hemolyticuremic syndrome
D5932,hereditary hemolyticuremic syndrome
D5939,other hemolyticuremic syndrome
D594,other nonautoimmune hemolytic anemias
D595,paroxysmal nocturnal hemoglobinuria marchiafavamicheli
D596,hemoglobinuria due to hemolysis from other external causes
D598,other acquired hemolytic anemias
D599,acquired hemolytic anemia unspecified
D600,chronic acquired pure red cell aplasia
D601,transient acquired pure red cell aplasia
D608,other acquired pure red cell aplasias
D609,acquired pure red cell aplasia unspecified
D6101,constitutional pure red blood cell aplasia
D6102,shwachmandiamond syndrome
D6103,fanconi anemia
D6109,other constitutional aplastic anemia
D611,druginduced aplastic anemia
D612,aplastic anemia due to other external agents
D613,idiopathic aplastic anemia
D61810,antineoplastic chemotherapy induced pancytopenia
D61811,other druginduced pancytopenia
D61818,other pancytopenia
D6182,myelophthisis
